,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,CLTV,Age,Number of Dependents,Churn Label,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Gender,Married,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check
1050,0,1,3.97,11,49.8,49.8,0.0,0,3.97,53.769999999999996,4796,31,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1051,2,51,43.58,22,84.2,4146.05,0.0,0,2222.58,6368.63,6245,80,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1052,7,71,30.59,19,107.5,7713.55,0.0,140,2171.89,10025.44,5775,68,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1053,0,64,0.0,21,43.85,2751.0,0.0,30,0.0,2781.0,6055,77,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1054,6,71,9.4,10,76.05,5436.45,0.0,0,667.4,6103.849999999999,5841,38,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1055,0,26,1.26,18,105.75,2710.25,0.0,90,32.76,2833.01,3157,72,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1056,3,9,22.79,0,19.85,183.15,0.0,0,205.10999999999999,388.26,5601,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1057,0,22,6.0,8,89.05,1886.25,0.0,0,132.0,2018.25,5479,40,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1058,0,8,41.93,59,70.7,553.4,0.0,0,335.44,888.8399999999999,4946,26,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1059,0,54,35.32,15,89.4,4869.5,0.0,0,1907.28,6776.78,5871,44,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1060,1,18,0.0,12,48.35,810.7,0.0,0,0.0,810.7,2167,70,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1061,0,5,9.56,13,69.35,341.6,0.0,0,47.800000000000004,389.40000000000003,5437,67,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1062,0,10,1.48,25,59.65,638.95,0.0,90,14.8,743.75,2385,36,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1063,0,54,7.64,3,79.85,4308.25,0.0,0,412.56,4720.81,5166,36,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1064,1,1,24.24,9,49.55,49.55,0.0,0,24.24,73.78999999999999,4989,73,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
1065,9,45,21.73,0,20.0,886.4,0.0,0,977.85,1864.25,5169,42,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1066,0,19,4.03,26,48.8,953.65,0.0,0,76.57000000000001,1030.22,3749,59,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1067,1,65,45.21,19,110.8,7245.9,0.0,0,2938.65,10184.55,6332,33,2,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1068,1,2,6.86,20,50.15,115.1,0.0,0,13.72,128.82,5461,75,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1069,0,68,10.48,0,20.0,1396.0,0.0,0,712.64,2108.64,6136,66,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1070,0,69,28.53,24,93.3,6398.05,0.0,0,1968.5700000000002,8366.62,5205,59,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1071,6,71,0.0,19,59.7,4122.65,0.0,0,0.0,4122.65,6420,44,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1072,1,29,35.38,21,95.9,2745.2,0.0,50,1026.02,3821.22,2151,70,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1073,0,46,0.0,18,33.7,1537.85,0.0,0,0.0,1537.85,3007,35,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1074,0,3,16.32,0,19.1,53.05,0.0,0,48.96,102.00999999999999,4905,49,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1075,0,1,0.0,15,25.25,25.25,0.0,0,0.0,25.25,4628,77,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1076,0,9,24.96,9,75.5,637.4,0.0,0,224.64000000000001,862.04,3021,65,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1077,1,13,36.57,26,70.45,849.1,0.0,0,475.41,1324.51,5225,78,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1078,0,67,28.88,11,64.55,4250.1,0.0,0,1934.96,6185.06,4494,79,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1079,0,23,0.0,14,44.95,996.85,25.84,40,0.0,1011.01,3248,47,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1080,0,1,24.75,22,71.15,71.15,0.0,20,24.75,115.9,5287,78,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1081,1,50,37.12,4,88.05,4367.35,0.0,100,1855.9999999999998,6323.35,5813,79,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1082,0,1,32.61,27,70.6,70.6,0.0,30,32.61,133.20999999999998,2576,73,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1083,0,20,11.82,5,79.15,1520.9,0.0,0,236.4,1757.3000000000002,4997,69,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1084,0,33,0.0,11,54.6,1803.7,0.0,0,0.0,1803.7,5322,74,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1085,0,40,37.69,15,104.5,4036.85,0.0,0,1507.6,5544.45,2832,51,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1086,1,71,0.0,16,47.6,3377.8,0.0,0,0.0,3377.8,4795,44,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1087,0,1,5.36,19,89.35,89.35,0.0,0,5.36,94.71,2432,38,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1088,1,46,48.62,3,80.4,3605.2,0.0,20,2236.52,5861.719999999999,4876,71,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1089,1,7,5.13,4,48.7,340.25,0.0,0,35.91,376.15999999999997,2984,61,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1090,0,62,24.48,0,20.0,1250.1,0.0,0,1517.76,2767.8599999999997,4402,44,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1091,0,51,19.23,0,20.65,1020.75,19.32,0,980.73,1982.1599999999999,4725,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1092,0,2,25.19,14,93.85,196.75,0.0,0,50.38,247.13,4998,70,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1093,0,60,10.7,71,105.9,6396.45,0.0,0,642.0,7038.45,4105,20,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1094,0,9,15.53,14,94.05,811.65,0.0,0,139.76999999999998,951.42,3475,40,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1095,0,31,34.57,0,20.45,638.55,0.0,0,1071.67,1710.22,2598,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1096,0,1,26.22,22,55.8,55.8,0.0,0,26.22,82.02,5527,66,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
1097,0,18,38.79,14,80.55,1411.65,0.0,0,698.22,2109.87,5137,67,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1098,3,4,9.56,48,101.15,385.9,0.0,0,38.24,424.14,4417,21,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1099,0,40,36.98,21,61.9,2647.1,0.0,0,1479.1999999999998,4126.299999999999,2520,49,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1100,0,41,42.06,21,98.4,4187.75,0.0,0,1724.46,5912.21,2169,77,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1101,0,1,47.22,53,55.0,55.0,0.0,0,47.22,102.22,4877,25,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1102,0,31,37.07,23,80.45,2429.1,0.0,0,1149.17,3578.27,4684,43,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1103,0,31,24.21,48,84.75,2613.4,0.0,0,750.51,3363.91,3727,30,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1104,1,66,30.03,15,79.4,5154.6,0.0,150,1981.98,7286.58,5910,71,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1105,0,24,49.3,20,80.25,1861.5,0.0,0,1183.1999999999998,3044.7,4418,52,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1106,1,40,0.0,21,42.35,1716.45,0.0,0,0.0,1716.45,5422,39,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
1107,0,37,30.17,0,19.8,695.05,0.0,0,1116.29,1811.34,5987,62,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
1108,0,35,39.69,25,101.4,3496.3,0.0,0,1389.1499999999999,4885.45,3689,68,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1109,2,11,40.76,0,19.65,225.75,0.0,0,448.35999999999996,674.1099999999999,3372,48,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
1110,2,23,24.88,0,19.65,436.9,0.0,0,572.24,1009.14,5460,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1111,0,1,33.21,75,54.5,54.5,0.0,0,33.21,87.71000000000001,4359,63,3,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1112,0,26,34.69,27,91.25,2351.8,0.0,0,901.9399999999999,3253.7400000000002,5154,79,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1113,1,33,14.34,28,86.15,2745.7,0.0,0,473.21999999999997,3218.9199999999996,3336,63,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1114,2,10,0.0,20,52.55,525.5,0.0,0,0.0,525.5,2578,43,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1115,0,45,29.81,27,107.75,4882.8,0.0,0,1341.45,6224.25,3301,50,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1116,0,18,2.36,21,85.45,1505.85,0.0,0,42.48,1548.33,5145,80,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1117,7,70,11.71,0,19.8,1397.65,0.0,0,819.7,2217.3500000000004,4500,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1118,0,46,27.97,22,101.1,4674.4,0.0,0,1286.62,5961.0199999999995,4883,45,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1119,5,60,22.22,16,61.35,3766.2,0.0,0,1333.1999999999998,5099.4,6174,45,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1120,0,1,28.46,12,71.65,71.65,0.0,0,28.46,100.11000000000001,5674,65,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1121,4,71,43.99,17,80.7,5676.0,0.0,0,3123.29,8799.29,4583,73,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1122,7,25,37.1,82,74.6,1797.75,0.0,0,927.5,2725.25,4591,26,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1123,8,11,44.84,57,51.0,581.7,0.0,60,493.24,1134.94,5777,42,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1124,0,1,48.95,23,74.2,74.2,0.0,0,48.95,123.15,4684,70,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1125,1,5,5.42,23,70.05,302.6,0.0,0,27.1,329.70000000000005,2064,79,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1126,6,62,13.32,22,81.0,4985.9,0.0,0,825.84,5811.74,4684,49,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
1127,5,20,13.18,10,49.6,939.8,0.0,0,263.6,1203.4,3235,63,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1128,8,43,31.25,20,101.0,4388.4,0.0,150,1343.75,5882.15,3123,68,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1129,0,1,39.88,19,73.65,73.65,0.0,0,39.88,113.53,5443,80,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1130,5,72,28.5,5,102.65,7550.3,0.0,0,2052.0,9602.3,4680,75,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1131,0,52,31.31,12,91.25,4738.3,0.0,0,1628.12,6366.42,4770,43,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1132,1,36,16.61,3,96.5,3436.1,0.0,0,597.96,4034.06,4652,77,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1133,1,6,28.71,17,84.35,474.9,0.0,0,172.26,647.16,5721,78,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1134,8,33,8.79,27,58.45,1955.4,0.0,0,290.07,2245.4700000000003,4276,24,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1135,1,69,33.09,0,24.45,1718.2,0.0,0,2283.21,4001.41,5295,23,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1136,1,41,45.04,29,111.95,4534.9,0.0,0,1846.6399999999999,6381.539999999999,3711,66,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1137,0,47,14.78,10,59.6,2754.0,0.0,0,694.66,3448.66,3155,74,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1138,1,72,27.79,10,105.0,7578.05,0.0,0,2000.8799999999999,9578.93,6423,78,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1139,0,28,30.28,30,89.95,2625.55,0.0,0,847.84,3473.3900000000003,2468,56,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1140,0,1,16.19,12,69.1,69.1,0.0,0,16.19,85.28999999999999,2767,70,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1141,3,3,7.38,11,83.9,267.4,0.0,0,22.14,289.53999999999996,3464,75,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1142,0,44,49.75,2,109.8,4860.35,0.0,0,2189.0,7049.35,5720,71,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1143,0,12,16.45,23,112.95,1384.75,0.0,0,197.39999999999998,1582.15,3965,60,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1144,0,2,43.96,14,78.55,149.55,0.0,0,87.92,237.47000000000003,5203,69,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1145,0,72,44.81,14,111.65,7943.45,0.0,0,3226.32,11169.77,5388,72,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1146,0,8,39.86,23,100.15,908.55,0.0,0,318.88,1227.4299999999998,5157,74,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1147,3,11,11.5,27,80.5,896.9,0.0,0,126.5,1023.4,5119,42,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1148,0,49,32.36,2,96.2,4718.25,0.0,0,1585.6399999999999,6303.889999999999,5904,66,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1149,0,1,5.55,13,45.7,45.7,0.0,0,5.55,51.25,2295,57,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1150,5,69,21.56,17,79.2,5420.65,0.0,0,1487.6399999999999,6908.289999999999,4072,53,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1151,0,6,22.95,10,80.25,493.4,0.0,0,137.7,631.0999999999999,2706,50,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1152,0,6,8.91,27,74.4,434.1,0.0,20,53.46,507.56,3964,75,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1153,0,24,31.73,13,70.0,1732.6,0.0,140,761.52,2634.12,5242,74,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1154,4,8,9.88,4,90.25,743.75,0.0,0,79.04,822.79,4969,54,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1155,5,10,19.77,12,60.2,563.5,0.0,0,197.7,761.2,5318,50,2,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1156,1,7,21.43,12,84.55,646.85,0.0,0,150.01,796.86,5245,75,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1157,2,2,15.14,0,19.85,35.9,0.0,0,30.28,66.18,2362,40,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
1158,0,72,0.0,14,63.7,4464.8,0.0,0,0.0,4464.8,4921,36,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1159,1,68,29.67,85,85.5,5696.6,0.0,0,2017.5600000000002,7714.160000000001,4380,27,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1160,0,20,29.29,15,85.8,1727.5,0.0,0,585.8,2313.3,3336,67,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1161,2,7,6.81,13,74.85,485.25,0.0,0,47.669999999999995,532.92,2259,68,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1162,0,29,27.75,2,98.6,2933.2,0.0,0,804.75,3737.95,5144,49,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1163,3,53,33.31,0,25.55,1336.1,37.37,0,1765.43,3064.16,5794,37,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1164,0,54,33.49,8,101.5,5373.1,0.0,0,1808.46,7181.56,6405,75,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1165,0,1,12.81,0,19.25,19.25,0.0,0,12.81,32.06,5437,35,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1166,0,1,11.61,0,20.45,20.45,0.0,0,11.61,32.06,5384,53,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1167,0,30,42.49,73,106.4,3211.9,0.0,60,1274.7,4546.6,5503,22,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1168,0,2,15.32,21,69.6,131.65,0.0,0,30.64,162.29000000000002,4596,74,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1169,1,42,10.73,22,84.3,3588.4,0.0,0,450.66,4039.06,2514,58,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1170,8,1,35.24,0,20.65,20.65,0.0,0,35.24,55.89,4517,64,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1171,6,8,23.18,0,24.4,203.95,0.0,0,185.44,389.39,2028,43,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1172,0,30,0.0,7,40.3,1172.95,0.0,100,0.0,1272.95,3016,74,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1173,5,48,15.95,0,19.25,855.1,0.0,0,765.5999999999999,1620.6999999999998,2282,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1174,0,9,42.1,16,93.0,870.25,0.0,0,378.90000000000003,1249.15,2267,46,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1175,8,19,7.84,16,86.85,1564.4,0.0,0,148.96,1713.3600000000001,5072,34,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1176,1,58,3.18,5,98.7,5812.6,0.0,0,184.44,5997.04,4662,67,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
